Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
วันสุดท้ายที่ถอนวิชาเรียนได้คือวันไหน	นักศึกษาสามารถทำการเพิ่ม–ถอนรายวิชาได้จนถึงวันที่ 6 กรกฎาคม 2568 เวลา 23.59 น. ผ่านระบบสารสนเทศนักศึกษา (SIS): https://sis.psu.ac.th หากถอนรายวิชาช้ากว่าช่วงเวลานี้จะติดสัญลักษณ์ W (Withdraw)	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	91
วันสุดท้ายที่เพิ่มวิชาเรียนได้คือวันไหน	นักศึกษาสามารถทำการเพิ่ม–ถอนรายวิชาได้จนถึงวันที่ 6 กรกฎาคม 2568 เวลา 23.59 น. ผ่านระบบสารสนเทศนักศึกษา (SIS): https://sis.psu.ac.th หากถอนรายวิชาช้ากว่าช่วงเวลานี้จะติดสัญลักษณ์ W (Withdraw)	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	91
ถอนวิชาช้าได้ไหม	นักศึกษาสามารถทำการเพิ่ม–ถอนรายวิชาได้จนถึงวันที่ 6 กรกฎาคม 2568 เวลา 23.59 น. ผ่านระบบสารสนเทศนักศึกษา (SIS): https://sis.psu.ac.th หากถอนรายวิชาช้ากว่าช่วงเวลานี้จะติดสัญลักษณ์ W (Withdraw)	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	91
หมดเขตวันลงวิชาเรียนวันไหน	นักศึกษาสามารถทำการเพิ่ม–ถอนรายวิชาได้จนถึงวันที่ 6 กรกฎาคม 2568 เวลา 23.59 น. ผ่านระบบสารสนเทศนักศึกษา (SIS): https://sis.psu.ac.th หากถอนรายวิชาช้ากว่าช่วงเวลานี้จะติดสัญลักษณ์ W (Withdraw)	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	91
หมดเขตวันถอนวันไหน	นักศึกษาสามารถทำการเพิ่ม–ถอนรายวิชาได้จนถึงวันที่ 6 กรกฎาคม 2568 เวลา 23.59 น. ผ่านระบบสารสนเทศนักศึกษา (SIS): https://sis.psu.ac.th หากถอนรายวิชาช้ากว่าช่วงเวลานี้จะติดสัญลักษณ์ W (Withdraw)	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	91
ถอนได้ถึงตอนไหน	นักศึกษาสามารถทำการเพิ่ม–ถอนรายวิชาได้จนถึงวันที่ 6 กรกฎาคม 2568 เวลา 23.59 น. ผ่านระบบสารสนเทศนักศึกษา (SIS): https://sis.psu.ac.th หากถอนรายวิชาช้ากว่าช่วงเวลานี้จะติดสัญลักษณ์ W (Withdraw)	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	91
ลงเรียนเพิ่มได้ถึงตอนไหน	นักศึกษาสามารถทำการเพิ่ม–ถอนรายวิชาได้จนถึงวันที่ 6 กรกฎาคม 2568 เวลา 23.59 น. ผ่านระบบสารสนเทศนักศึกษา (SIS): https://sis.psu.ac.th หากถอนรายวิชาช้ากว่าช่วงเวลานี้จะติดสัญลักษณ์ W (Withdraw)	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	91
เพิ่มถอนรายวิชาเรียนได้ถึงตอนไหน	นักศึกษาสามารถทำการเพิ่ม–ถอนรายวิชาได้จนถึงวันที่ 6 กรกฎาคม 2568 เวลา 23.59 น. ผ่านระบบสารสนเทศนักศึกษา (SIS): https://sis.psu.ac.th หากถอนรายวิชาช้ากว่าช่วงเวลานี้จะติดสัญลักษณ์ W (Withdraw)	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	91
พลาดวันลงทะเบียนเรียน	หากนักศึกษาพลาดวันลงทะเบียนเรียนเฉพาะชั้นปีไป หลังจากจบวันสุดท้ายที่ทุกชั้นปีลงทะเบียนเรียนเเล้ว ทางมหาวิทยาลัยจะเปิดให้ทุกชั้นปีสามารถลงทะเบียนเรียนได้ในวันถัดไปผ่านระบบสารสนเทศนักศึกษา(SIS) รายละเอียดเพิ่มเติม: https://sis.psu.ac.th	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	92
ลงทะเบียนเรียนสายได้ไหม	หากนักศึกษาพลาดวันลงทะเบียนเรียนเฉพาะชั้นปีไป หลังจากจบวันสุดท้ายที่ทุกชั้นปีลงทะเบียนเรียนเเล้ว ทางมหาวิทยาลัยจะเปิดให้ทุกชั้นปีสามารถลงทะเบียนเรียนได้ในวันถัดไปผ่านระบบสารสนเทศนักศึกษา(SIS) รายละเอียดเพิ่มเติม: https://sis.psu.ac.th	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	92
ลงทะเบียนเรียนไม่ทันทำยังไง	หากนักศึกษาพลาดวันลงทะเบียนเรียนเฉพาะชั้นปีไป หลังจากจบวันสุดท้ายที่ทุกชั้นปีลงทะเบียนเรียนเเล้ว ทางมหาวิทยาลัยจะเปิดให้ทุกชั้นปีสามารถลงทะเบียนเรียนได้ในวันถัดไปผ่านระบบสารสนเทศนักศึกษา(SIS) รายละเอียดเพิ่มเติม: https://sis.psu.ac.th	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	92
กลางภาค	ช่วงเวลาสอบกลางภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่วันที่ 16 – 24 สิงหาคม 2568 \nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	93
กลางภาคสอบเสร็จวันไหน	ช่วงเวลาสอบกลางภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่วันที่ 16 – 24 สิงหาคม 2568 \nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	93
มิดเทอมสอบเมื่อไหร่	ช่วงเวลาสอบกลางภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่วันที่ 16 – 24 สิงหาคม 2568 \nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	93
มหาลัยสอบมิดเทอมตอนไหน	ช่วงเวลาสอบกลางภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่วันที่ 16 – 24 สิงหาคม 2568 \nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	93
สอบกลางภาคตอนไหน	ช่วงเวลาสอบกลางภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่วันที่ 16 – 24 สิงหาคม 2568 \nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	93
สอบกลางภาคเมื่อไหร่	ช่วงเวลาสอบกลางภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่วันที่ 16 – 24 สิงหาคม 2568 \nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	93
สอบกลางภาคช่วงไหน	ช่วงเวลาสอบกลางภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่วันที่ 16 – 24 สิงหาคม 2568 \nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	93
ปลายภาค	ช่วงเวลาสอบปลายภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่ 11 – 24 ตุลาคม 2568\nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!\n	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	94
มหาลัยสอบไฟนอลช่วงไหน	ช่วงเวลาสอบปลายภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่ 11 – 24 ตุลาคม 2568\nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!\n	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	94
เทอมนี้สอบไฟนอลเมื่อไหร่	ช่วงเวลาสอบปลายภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่ 11 – 24 ตุลาคม 2568\nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!\n	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	94
ไฟนอลสอบตอนไหน	ช่วงเวลาสอบปลายภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่ 11 – 24 ตุลาคม 2568\nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!\n	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	94
สอบไฟนอลวันไหน	ช่วงเวลาสอบปลายภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่ 11 – 24 ตุลาคม 2568\nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!\n	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	94
สอบปลายภาควันไหน	ช่วงเวลาสอบปลายภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่ 11 – 24 ตุลาคม 2568\nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!\n	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	94
สอบปลายภาคช่วงไหน	ช่วงเวลาสอบปลายภาคของภาคการศึกษาที่ 1/2568 จะเริ่มตั้งเเต่ 11 – 24 ตุลาคม 2568\nสามารถดูตารางสอบได้ที่ https://sis.psu.ac.th/services/classes/exam/ \nขอให้โชคดีกับการสอบครับ!\n	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	94
รถโดยสาร	รถ EV /รถโดยสาร ม.อ. ให้บริการทุกวัน ตั้งแต่เวลา 07.00 น. – 21.00 น. \nสามารถดูรายละเอียดเส้นทางการเดินรถได้ที่นี่: https://psu.smart-campus.app/home	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	95
รถไฟฟ้าหมดกี่โมง	รถ EV /รถโดยสาร ม.อ. ให้บริการทุกวัน ตั้งแต่เวลา 07.00 น. – 21.00 น. \nสามารถดูรายละเอียดเส้นทางการเดินรถได้ที่นี่: https://psu.smart-campus.app/home	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	95
รถไฟฟ้าเปิดกี่โมง	รถ EV /รถโดยสาร ม.อ. ให้บริการทุกวัน ตั้งแต่เวลา 07.00 น. – 21.00 น. \nสามารถดูรายละเอียดเส้นทางการเดินรถได้ที่นี่: https://psu.smart-campus.app/home	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	95
รถโดยสารเปิดกี่โมงถึงกี่โมง	รถ EV /รถโดยสาร ม.อ. ให้บริการทุกวัน ตั้งแต่เวลา 07.00 น. – 21.00 น. \nสามารถดูรายละเอียดเส้นทางการเดินรถได้ที่นี่: https://psu.smart-campus.app/home	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	95
รถโดยสารในมอให้บริการกี่โมง	รถ EV /รถโดยสาร ม.อ. ให้บริการทุกวัน ตั้งแต่เวลา 07.00 น. – 21.00 น. \nสามารถดูรายละเอียดเส้นทางการเดินรถได้ที่นี่: https://psu.smart-campus.app/home	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	95
รถโดยสารในมอวิ่งวันเสาร์อาทิตย์ไหม	รถ EV /รถโดยสาร ม.อ. ให้บริการทุกวัน ตั้งแต่เวลา 07.00 น. – 21.00 น. \nสามารถดูรายละเอียดเส้นทางการเดินรถได้ที่นี่: https://psu.smart-campus.app/home	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	95
รถไฟฟ้าในมหาลัยวิ่งถึงกี่โมง	รถ EV /รถโดยสาร ม.อ. ให้บริการทุกวัน ตั้งแต่เวลา 07.00 น. – 21.00 น. \nสามารถดูรายละเอียดเส้นทางการเดินรถได้ที่นี่: https://psu.smart-campus.app/home	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	95
รถไฟฟ้าใน ม.อ. หมดกี่โมง	รถ EV /รถโดยสาร ม.อ. ให้บริการทุกวัน ตั้งแต่เวลา 07.00 น. – 21.00 น. \nสามารถดูรายละเอียดเส้นทางการเดินรถได้ที่นี่: https://psu.smart-campus.app/home	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	95
รถโดยสารวิ่งกี่โมง	รถ EV /รถโดยสาร ม.อ. ให้บริการทุกวัน ตั้งแต่เวลา 07.00 น. – 21.00 น. \nสามารถดูรายละเอียดเส้นทางการเดินรถได้ที่นี่: https://psu.smart-campus.app/home	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	95
โรงอาหาร	โรงช้างเปิดทุกวัน โดยเวลาเปิดปิดจะขึ้นอยู่กับแต่ละร้านค้า\nส่วนใหญ่จะเปิดตั้งแต่ประมาณ 8.00 น. - 21.00 น.	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	96
โรงช้างเปิดเสาร์อาทิตย์ไหม	โรงช้างเปิดทุกวัน โดยเวลาเปิดปิดจะขึ้นอยู่กับแต่ละร้านค้า\nส่วนใหญ่จะเปิดตั้งแต่ประมาณ 8.00 น. - 21.00 น.	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	96
โรงช้างเปิดกี่โมงถึงกี่โมง	โรงช้างเปิดทุกวัน โดยเวลาเปิดปิดจะขึ้นอยู่กับแต่ละร้านค้า\nส่วนใหญ่จะเปิดตั้งแต่ประมาณ 8.00 น. - 21.00 น.	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	96
โรงอาหารกลางคือที่ไหน	โรงช้างเปิดทุกวัน โดยเวลาเปิดปิดจะขึ้นอยู่กับแต่ละร้านค้า\nส่วนใหญ่จะเปิดตั้งแต่ประมาณ 8.00 น. - 21.00 น.	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	96
โรงช้างปิดตอนไหน	โรงช้างเปิดทุกวัน โดยเวลาเปิดปิดจะขึ้นอยู่กับแต่ละร้านค้า\nส่วนใหญ่จะเปิดตั้งแต่ประมาณ 8.00 น. - 21.00 น.	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	96
โรงช้างเปิดกี่โมง	โรงช้างเปิดทุกวัน โดยเวลาเปิดปิดจะขึ้นอยู่กับแต่ละร้านค้า\nส่วนใหญ่จะเปิดตั้งแต่ประมาณ 8.00 น. - 21.00 น.	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	96
หอพักนักศึกษา	นักศึกษาสามารถติดตามข่าวการสมัครหอพักได้จากกองพัฒนานักศึกษาและศิษย์เก่าสัมพันธ์  \n\n- Facebook: [หอพักนักศึกษา กองพัฒนานักศึกษาฯ](https://www.facebook.com/dormpsuhatyai/)  \n- Facebook: [หอพักนักศึกษาในกำกับฯ](https://www.facebook.com/dormpsu891011)  \n- สมัครออนไลน์: [ระบบสมัครหอพักนักศึกษา](https://dorm.psu.ac.th/system/welcome/show/dorm_info)\n	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	97
หอใน	นักศึกษาสามารถติดตามข่าวการสมัครหอพักได้จากกองพัฒนานักศึกษาและศิษย์เก่าสัมพันธ์  \n\n- Facebook: [หอพักนักศึกษา กองพัฒนานักศึกษาฯ](https://www.facebook.com/dormpsuhatyai/)  \n- Facebook: [หอพักนักศึกษาในกำกับฯ](https://www.facebook.com/dormpsu891011)  \n- สมัครออนไลน์: [ระบบสมัครหอพักนักศึกษา](https://dorm.psu.ac.th/system/welcome/show/dorm_info)\n	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	97
ห้องสมุด	เวลาทำการห้องสมุดคุณหญิงหลงฯ คือ: \n- วันจันทร์ - ศุกร์: 08.30 – 20.00 น.\n- วันเสาร์ - อาทิตย์: 09.00 – 18.00 น.\n- วันหยุดนักขัตฤกษ์: ปิดบริการ\nช่วงสอบอาจขยายเวลาเปิดบริการ\n	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	98
วันเสาร์อาทิตย์หญิงหลงเปิดไหม	เวลาทำการห้องสมุดคุณหญิงหลงฯ คือ: \n- วันจันทร์ - ศุกร์: 08.30 – 20.00 น.\n- วันเสาร์ - อาทิตย์: 09.00 – 18.00 น.\n- วันหยุดนักขัตฤกษ์: ปิดบริการ\nช่วงสอบอาจขยายเวลาเปิดบริการ\n	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	98
หญิงหลง	เวลาทำการห้องสมุดคุณหญิงหลงฯ คือ: \n- วันจันทร์ - ศุกร์: 08.30 – 20.00 น.\n- วันเสาร์ - อาทิตย์: 09.00 – 18.00 น.\n- วันหยุดนักขัตฤกษ์: ปิดบริการ\nช่วงสอบอาจขยายเวลาเปิดบริการ\n	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	98
หญิงหลงเปิดกี่โมง	เวลาทำการห้องสมุดคุณหญิงหลงฯ คือ: \n- วันจันทร์ - ศุกร์: 08.30 – 20.00 น.\n- วันเสาร์ - อาทิตย์: 09.00 – 18.00 น.\n- วันหยุดนักขัตฤกษ์: ปิดบริการ\nช่วงสอบอาจขยายเวลาเปิดบริการ\n	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	98
จองห้องอ่านหนังสือ	นักศึกษาสามารถจองห้องติวหนังสือ (Study Room) ออนไลน์ได้ผ่านเว็บไซต์ของสำนักทรัพยากรการเรียนรู้คุณหญิงหลงฯ ที่ระบบจองห้อง: https://clib.psu.ac.th/studyroom/	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	99
จองห้องในหญิงหลง	นักศึกษาสามารถจองห้องติวหนังสือ (Study Room) ออนไลน์ได้ผ่านเว็บไซต์ของสำนักทรัพยากรการเรียนรู้คุณหญิงหลงฯ ที่ระบบจองห้อง: https://clib.psu.ac.th/studyroom/	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	99
วิธีจองห้องอ่านหนังสือ	นักศึกษาสามารถจองห้องติวหนังสือ (Study Room) ออนไลน์ได้ผ่านเว็บไซต์ของสำนักทรัพยากรการเรียนรู้คุณหญิงหลงฯ ที่ระบบจองห้อง: https://clib.psu.ac.th/studyroom/	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	99
จะจอง study room ยังไง	นักศึกษาสามารถจองห้องติวหนังสือ (Study Room) ออนไลน์ได้ผ่านเว็บไซต์ของสำนักทรัพยากรการเรียนรู้คุณหญิงหลงฯ ที่ระบบจองห้อง: https://clib.psu.ac.th/studyroom/	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	99
อยากจองห้องติวหนังสือต้องทำยังไง	นักศึกษาสามารถจองห้องติวหนังสือ (Study Room) ออนไลน์ได้ผ่านเว็บไซต์ของสำนักทรัพยากรการเรียนรู้คุณหญิงหลงฯ ที่ระบบจองห้อง: https://clib.psu.ac.th/studyroom/	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	99
เก่งนี่หว่า	เเน่นอนครับ ผมคือสุดยอดผู้ช่วยเเห่งอนาคต มีอะไรให้ผมช่วยอีกสอบถามได้เสมอนะครับ 😁	Editorial	system_metadata_qna_edited_manually:true	[{"clusterHead":"เก่งดีหนิ","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"เก่งดีหนิ","autoSuggestedCount":1,"userSuggestedCount":0}]}]	False	[]	100
ใช้ได้นะเรา	เเน่นอนครับ ผมคือสุดยอดผู้ช่วยเเห่งอนาคต มีอะไรให้ผมช่วยอีกสอบถามได้เสมอนะครับ 😁	Editorial	system_metadata_qna_edited_manually:true	[{"clusterHead":"เก่งดีหนิ","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":"เก่งดีหนิ","autoSuggestedCount":1,"userSuggestedCount":0}]}]	False	[]	100
Internet	นักศึกษาสามารถเชื่อมต่อเครือข่ายชื่อ "PSU-Wifi" โดยใช้ PSU Passport ของตนเอง\n- Username: รหัสนักศึกษา@psu.ac.th (เช่น 6612345678@psu.ac.th)\n- Password: รหัสเดียวกับที่ใช้เข้าสู่ระบบ SIS	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	101
ขอวิธีเชื่อมอินเทอร์เน็ตมอหน่อย	นักศึกษาสามารถเชื่อมต่อเครือข่ายชื่อ "PSU-Wifi" โดยใช้ PSU Passport ของตนเอง\n- Username: รหัสนักศึกษา@psu.ac.th (เช่น 6612345678@psu.ac.th)\n- Password: รหัสเดียวกับที่ใช้เข้าสู่ระบบ SIS	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	101
Psu-Wifi เชื่อมต่อยังไง	นักศึกษาสามารถเชื่อมต่อเครือข่ายชื่อ "PSU-Wifi" โดยใช้ PSU Passport ของตนเอง\n- Username: รหัสนักศึกษา@psu.ac.th (เช่น 6612345678@psu.ac.th)\n- Password: รหัสเดียวกับที่ใช้เข้าสู่ระบบ SIS	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	101
จะเชื่อม Wifi ของมหาลัยยังไง	นักศึกษาสามารถเชื่อมต่อเครือข่ายชื่อ "PSU-Wifi" โดยใช้ PSU Passport ของตนเอง\n- Username: รหัสนักศึกษา@psu.ac.th (เช่น 6612345678@psu.ac.th)\n- Password: รหัสเดียวกับที่ใช้เข้าสู่ระบบ SIS	Editorial	system_metadata_qna_edited_manually:true	[]	False	[]	101
ศูนย์กีฬา (Sports Complex)	ศูนย์กีฬาและสุขภาพ ม.อ. มีหลายส่วนบริการ เช่น ฟิตเนส สระว่ายน้ำ และสนามกีฬา\nคุณอยากทราบเวลาเปิด-ปิดของส่วนไหนครับ?	Editorial	system_metadata_qna_edited_manually:true|category:sportcenter	[]	False	[{"DisplayOrder":0,"QnaId":103,"Qna":null,"DisplayText":"ฟิตเนส (Fitness Center)"},{"DisplayOrder":0,"QnaId":104,"Qna":null,"DisplayText":"สระว่ายน้ำ (Swimming Pool)"},{"DisplayOrder":0,"QnaId":105,"Qna":null,"DisplayText":"สนามกีฬาในร่ม (Indoor Courts)"},{"DisplayOrder":0,"QnaId":106,"Qna":null,"DisplayText":"สนามกีฬากลางแจ้ง (Outdoor Courts)"}]	102
สนามกีฬา	ศูนย์กีฬาและสุขภาพ ม.อ. มีหลายส่วนบริการ เช่น ฟิตเนส สระว่ายน้ำ และสนามกีฬา\nคุณอยากทราบเวลาเปิด-ปิดของส่วนไหนครับ?	Editorial	system_metadata_qna_edited_manually:true|category:sportcenter	[]	False	[{"DisplayOrder":0,"QnaId":103,"Qna":null,"DisplayText":"ฟิตเนส (Fitness Center)"},{"DisplayOrder":0,"QnaId":104,"Qna":null,"DisplayText":"สระว่ายน้ำ (Swimming Pool)"},{"DisplayOrder":0,"QnaId":105,"Qna":null,"DisplayText":"สนามกีฬาในร่ม (Indoor Courts)"},{"DisplayOrder":0,"QnaId":106,"Qna":null,"DisplayText":"สนามกีฬากลางแจ้ง (Outdoor Courts)"}]	102
ศูนย์กีฬา	ศูนย์กีฬาและสุขภาพ ม.อ. มีหลายส่วนบริการ เช่น ฟิตเนส สระว่ายน้ำ และสนามกีฬา\nคุณอยากทราบเวลาเปิด-ปิดของส่วนไหนครับ?	Editorial	system_metadata_qna_edited_manually:true|category:sportcenter	[]	False	[{"DisplayOrder":0,"QnaId":103,"Qna":null,"DisplayText":"ฟิตเนส (Fitness Center)"},{"DisplayOrder":0,"QnaId":104,"Qna":null,"DisplayText":"สระว่ายน้ำ (Swimming Pool)"},{"DisplayOrder":0,"QnaId":105,"Qna":null,"DisplayText":"สนามกีฬาในร่ม (Indoor Courts)"},{"DisplayOrder":0,"QnaId":106,"Qna":null,"DisplayText":"สนามกีฬากลางแจ้ง (Outdoor Courts)"}]	102
ฟิตเนส (Fitness Center)	ฟิตเนสเปิดทุกวัน เวลา 15.00 น. – 20.45 น.\n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true|category:sport	[]	False	[]	103
fitness เปิดกี่โมง	ฟิตเนสเปิดทุกวัน เวลา 15.00 น. – 20.45 น.\n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true|category:sport	[]	False	[]	103
ฟิตเนส	ฟิตเนสเปิดทุกวัน เวลา 15.00 น. – 20.45 น.\n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true|category:sport	[]	False	[]	103
สระว่ายน้ำ (Swimming Pool)	สระว่ายน้ำเปิดวันอังคาร - อาทิตย์ และเปิดเป็นรอบดังนี้ครับ:\n\nช่วงเช้า: 06.30 – 11.30 น.\n\nช่วงบ่าย: 14.00 – 20.50 น.\n\nปิดให้บริการทุกวันจันทร์ และ วันที่มหาวิทยาลัยประกาศให้ปิดสระว่ายน้ำ\n\nติดต่อสระว่ายน้ำโทร: 0-7428-9186\n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true|category:sport	[{"clusterHead":".","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":".","autoSuggestedCount":1,"userSuggestedCount":0}]}]	False	[]	104
สระว่ายน้ำ	สระว่ายน้ำเปิดวันอังคาร - อาทิตย์ และเปิดเป็นรอบดังนี้ครับ:\n\nช่วงเช้า: 06.30 – 11.30 น.\n\nช่วงบ่าย: 14.00 – 20.50 น.\n\nปิดให้บริการทุกวันจันทร์ และ วันที่มหาวิทยาลัยประกาศให้ปิดสระว่ายน้ำ\n\nติดต่อสระว่ายน้ำโทร: 0-7428-9186\n\n**หมายเหตุ: เวลานี้เป็นโดยประมาณ อาจมีการเปลี่ยนแปลงได้ ควรตรวจสอบประกาศล่าสุดที่เพจ PSU Sports Complex ก่อนใช้งานครับ	Editorial	system_metadata_qna_edited_manually:true|category:sport	[{"clusterHead":".","totalAutoSuggestedCount":1,"totalUserSuggestedCount":0,"alternateQuestionList":[{"question":".","autoSuggestedCount":1,"userSuggestedCount":0}]}]	False	[]	104
สนามกีฬาในร่ม (Indoor Courts)	กีฬาในร่มที่ให้บริการ ได้แก่ บาสเกตบอล วอลเลย์บอล และ แบตมินตัน	Editorial	system_metadata_qna_edited_manually:true|category:sport	[]	False	[{"DisplayOrder":0,"QnaId":107,"Qna":null,"DisplayText":"สนามบาสเกตบอล (Basketball)"},{"DisplayOrder":1,"QnaId":108,"Qna":null,"DisplayText":"สนามวอลเลย์บอล (Volleyball)"},{"DisplayOrder":2,"QnaId":109,"Qna":null,"DisplayText":"สนามแบตมินตัน (Badminton)"},{"DisplayOrder":3,"QnaId":110,"Qna":null,"DisplayText":"สนามกีฬาอเนกประสงค์ (Multipurpose Sports Court)"}]	105
